name;japanese_name;classfication;abilities;type1;type2;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;percentage_male;pokedex_number;sp_attack;sp_defense;speed;weight_kg;generation;is_legendary
Umbreon;Blackyブラッキー;Moonlight Pokémon;"['Synchronize', 'Inner Focus']";dark;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;65;8960;35;525;45;110;1000000;1;95;88.1;197;60;130;65;27;2;0
Murkrow;Yamikarasuヤミカラス;Darkness Pokémon;"['Insomnia', 'Super Luck', 'Prankster']";dark;flying;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;85;5120;35;405;30;42;1059860;0.5;60;50;198;85;42;91;2.1;2;0
Slowking;Yadokingヤドキング;Royal Pokémon;"['Oblivious', 'Own Tempo', 'Regenerator']";water;psychic;2;2;1;2;1;0.5;0.5;1;2;2;1;0.5;1;1;0.5;1;0.5;0.5;75;5120;70;490;70;80;1000000;2;95;50;199;100;110;30;79.5;2;0
Misdreavus;Mumaムウマ;Screech Pokémon;['Levitate'];ghost;;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;60;6400;35;435;45;60;800000;0.7;60;50;200;85;85;85;1;2;0
Unown;Unknownアンノーン;Symbol Pokémon;['Levitate'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;72;10240;70;336;225;48;1000000;0.5;48;;201;72;48;48;5;2;0
Wobbuffet;Sonansソーナンス;Patient Pokémon;"['Shadow Tag', 'Telepathy']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;33;5120;70;405;45;58;1000000;1.3;190;50;202;33;58;33;28.5;2;0
Girafarig;Kirinrikiキリンリキ;Long Neck Pokémon;"['Inner Focus', 'Early Bird', 'Sap Sipper']";normal;psychic;2;2;1;1;1;1;1;1;0;1;1;1;1;1;0.5;1;1;1;80;5120;70;455;60;65;1000000;1.5;70;50;203;90;65;85;41.5;2;0
Pineco;Kunugidamaクヌギダマ;Bagworm Pokémon;"['Sturdy', 'Overcoat']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;65;5120;70;290;190;90;1000000;0.6;50;50;204;35;35;15;7.2;2;0
Forretress;Foretosフォレトス;Bagworm Pokémon;"['Sturdy', 'Overcoat']";bug;steel;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;90;5120;70;465;75;140;1000000;1.2;75;50;205;60;60;40;125.8;2;0
Dunsparce;Nokocchiノコッチ;Land Snake Pokémon;"['Serene Grace', 'Run Away', 'Rattled']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;70;5120;70;415;190;70;1000000;1.5;100;50;206;65;65;45;14;2;0
Gligar;Gligerグライガー;Flyscorpion Pokémon;"['Hyper Cutter', 'Sand Veil', 'Immunity']";ground;flying;0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2;75;5120;70;430;60;105;1059860;1.1;65;50;207;35;65;85;64.8;2;0
Steelix;Haganeilハガネール;Iron Snake Pokémon;"['Rock Head', 'Sturdy', 'Sheer Force']";steel;ground;0.5;1;0.5;0;0.5;2;2;0.5;1;1;2;1;0.5;0;0.5;0.25;0.5;2;125;6400;70;610;25;230;1000000;9.2;75;50;208;55;95;30;400;2;0
Snubbull;Buluブルー;Fairy Pokémon;"['Intimidate', 'Run Away', 'Rattled']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;80;5120;70;300;190;50;800000;0.6;60;24.6;209;40;40;30;7.8;2;0
Granbull;Granbuluグランブル;Fairy Pokémon;"['Intimidate', 'Quick Feet', 'Rattled']";fairy;;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;120;5120;70;450;75;75;800000;1.4;90;24.6;210;60;60;45;48.7;2;0
Qwilfish;Harysenハリーセン;Balloon Pokémon;"['Poison Point', 'Swift Swim', 'Intimidate']";water;poison;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;95;5120;70;440;45;85;1000000;0.5;65;50;211;55;55;85;3.9;2;0
Scizor;Hassamハッサム;Pincer Pokémon;"['Swarm', 'Technician', 'Light Metal']";bug;steel;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;150;6400;70;600;25;140;1000000;1.8;70;50;212;65;100;75;118;2;0
Shuckle;Tsubotsuboツボツボ;Mold Pokémon;"['Sturdy', 'Gluttony', 'Contrary']";bug;rock;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;10;5120;70;505;190;230;1059860;0.6;20;50;213;10;230;5;20.5;2;0
Heracross;Heracrosヘラクロス;Singlehorn Pokémon;"['Swarm', 'Guts', 'Moxie']";bug;fighting;0.5;0.5;1;1;2;0.5;2;4;1;0.5;0.5;1;1;1;2;1;1;1;185;6400;70;600;45;115;1250000;1.5;80;50;214;40;105;75;54;2;0
Sneasel;Nyulaニューラ;Sharp Claw Pokémon;"['Inner Focus', 'Keen Eye', 'Pickpocket']";dark;ice;2;0.5;1;1;2;4;2;1;0.5;1;1;0.5;1;1;0;2;2;1;95;5120;35;430;60;55;1059860;0.9;55;50;215;35;75;115;28;2;0
Teddiursa;Himegumaヒメグマ;Little Bear Pokémon;"['Pickup', 'Quick Feet', 'Honey Gather']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;5120;70;330;120;50;1000000;0.6;60;50;216;50;50;40;8.8;2;0
Ursaring;Ringumaリングマ;Hibernator Pokémon;"['Guts', 'Quick Feet', 'Unnerve']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;130;5120;70;500;60;75;1000000;1.8;90;50;217;75;75;55;125.8;2;0
Slugma;Magmagマグマッグ;Lava Pokémon;"['Magma Armor', 'Flame Body', 'Weak Armor']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;40;5120;70;250;190;40;1000000;0.7;40;50;218;70;40;20;35;2;0
Magcargo;Magcargotマグカルゴ;Lava Pokémon;"['Magma Armor', 'Flame Body', 'Weak Armor']";fire;rock;0.5;1;1;1;0.5;2;0.25;0.5;1;1;4;0.5;0.5;0.5;1;2;1;4;50;5120;70;430;75;120;1000000;0.8;60;50;219;90;80;30;55;2;0
Swinub;Urimooウリムー;Pig Pokémon;"['Oblivious', 'Snow Cloak', 'Thick Fat']";ice;ground;1;1;1;0;1;2;2;1;1;2;1;1;1;0.5;1;1;2;2;50;5120;70;250;225;40;1250000;0.4;50;50;220;30;30;50;6.5;2;0
Piloswine;Inomooイノムー;Swine Pokémon;"['Oblivious', 'Snow Cloak', 'Thick Fat']";ice;ground;1;1;1;0;1;2;2;1;1;2;1;1;1;0.5;1;1;2;2;100;5120;70;450;75;80;1250000;1.1;100;50;221;60;60;50;55.8;2;0
Corsola;Sunnygoサニーゴ;Coral Pokémon;"['Hustle', 'Natural Cure', 'Regenerator']";water;rock;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;55;5120;70;410;60;95;800000;0.6;65;24.6;222;65;95;35;5;2;0
Remoraid;Teppouoテッポウオ;Jet Pokémon;"['Hustle', 'Sniper', 'Moody']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;65;5120;70;300;190;35;1000000;0.6;35;50;223;65;35;65;12;2;0
Octillery;Okutankオクタン;Jet Pokémon;"['Suction Cups', 'Sniper', 'Moody']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;105;5120;70;480;75;75;1000000;0.9;75;50;224;105;75;45;28.5;2;0
Delibird;Delibirdデリバード;Delivery Pokémon;"['Vital Spirit', 'Hustle', 'Insomnia']";ice;flying;0.5;1;1;2;1;1;2;1;1;0.5;0;1;1;1;1;4;2;1;55;5120;70;330;45;45;800000;0.9;45;50;225;65;45;75;16;2;0
Mantine;Mantainマンタイン;Kite Pokémon;"['Swift Swim', 'Water Absorb', 'Water Veil']";water;flying;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;40;6400;70;485;25;70;1250000;2.1;85;50;226;80;140;70;220;2;0
Skarmory;Airmdエアームド;Armor Bird Pokémon;"['Keen Eye', 'Sturdy', 'Weak Armor']";steel;flying;0.25;1;0.5;2;0.5;1;2;0.5;1;0.25;0;1;0.5;0;0.5;1;0.5;1;80;6400;70;465;25;140;1250000;1.7;65;50;227;40;70;70;50.5;2;0
Houndour;Delvilデルビル;Dark Pokémon;"['Early Bird', 'Flash Fire', 'Unnerve']";dark;fire;1;0.5;1;1;1;2;0.5;1;0.5;0.5;2;0.5;1;1;0;2;0.5;2;60;5120;35;330;120;30;1250000;0.6;45;50;228;80;50;65;10.8;2;0
Houndoom;Hellgarヘルガー;Dark Pokémon;"['Early Bird', 'Flash Fire', 'Unnerve']";dark;fire;1;0.5;1;1;1;2;0.5;1;0.5;0.5;2;0.5;1;1;0;2;0.5;2;90;5120;35;600;45;90;1250000;1.4;75;50;229;140;90;115;35;2;0
Kingdra;Kingdraキングドラ;Dragon Pokémon;"['Swift Swim', 'Sniper', 'Damp']";water;dragon;1;1;2;1;2;1;0.25;1;1;1;1;1;1;1;1;1;0.5;0.25;95;5120;70;540;45;95;1000000;1.8;75;50;230;95;95;85;152;2;0
Phanpy;Gomazouゴマゾウ;Long Nose Pokémon;"['Pickup', 'Sand Veil']";ground;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;60;5120;70;330;120;60;1000000;0.5;90;50;231;40;40;40;33.5;2;0
Donphan;Donfanドンファン;Armor Pokémon;"['Sturdy', 'Sand Veil']";ground;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;120;5120;70;500;60;120;1000000;1.1;90;50;232;60;60;50;120;2;0
Porygon2;Porygon2ポリゴン２;Virtual Pokémon;"['Trace', 'Download', 'Analytic']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;5120;70;515;45;90;1000000;0.6;85;;233;105;95;60;32.5;2;0
Stantler;Odoshishiオドシシ;Big Horn Pokémon;"['Intimidate', 'Frisk', 'Sap Sipper']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;5120;70;465;45;62;1250000;1.4;73;50;234;85;65;85;71.2;2;0
Smeargle;Dobleドーブル;Painter Pokémon;"['Own Tempo', 'Technician', 'Moody']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;20;5120;70;250;45;35;800000;1.2;55;50;235;20;45;75;58;2;0
Tyrogue;Balkieバルキー;Scuffle Pokémon;"['Guts', 'Steadfast', 'Vital Spirit']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;35;6400;70;210;75;35;1000000;0.7;35;100;236;35;35;35;21;2;0
Hitmontop;Kapoererカポエラー;Handstand Pokémon;"['Intimidate', 'Technician', 'Steadfast']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;95;6400;70;455;45;95;1000000;1.4;50;100;237;35;110;70;48;2;0
Smoochum;Muchulムチュール;Kiss Pokémon;"['Oblivious', 'Forewarn', 'Hydration']";ice;psychic;2;2;1;1;1;1;2;1;2;1;1;0.5;1;1;0.5;2;2;1;30;6400;70;305;45;15;1000000;0.4;45;0;238;85;65;65;6;2;0
Elekid;Elekidエレキッド;Electric Pokémon;"['Static', 'Vital Spirit']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;63;6400;70;360;45;37;1000000;0.6;45;75.4;239;65;55;95;23.5;2;0
Magby;Bubyブビィ;Live Coal Pokémon;"['Flame Body', 'Vital Spirit']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;75;6400;70;365;45;37;1000000;0.7;45;75.4;240;70;55;83;21.4;2;0
Miltank;Miltankミルタンク;Milk Cow Pokémon;"['Thick Fat', 'Scrappy', 'Sap Sipper']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;5120;70;490;45;105;1250000;1.2;95;0;241;40;70;100;75.5;2;0
Blissey;Happinasハピナス;Happiness Pokémon;"['Natural Cure', 'Serene Grace', 'Healer']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;10;10240;140;540;30;10;800000;1.5;255;0;242;75;135;55;46.8;2;0
Raikou;Raikouライコウ;Thunder Pokémon;"['Pressure', 'Inner Focus']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;85;20480;35;580;3;75;1250000;1.9;90;;243;115;100;115;178;2;1
Entei;Enteiエンテイ;Volcano Pokémon;"['Pressure', 'Inner Focus']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;115;20480;35;580;3;85;1250000;2.1;115;;244;90;75;100;198;2;1
Suicune;Suicuneスイクン;Aurora Pokémon;"['Pressure', 'Inner Focus']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;75;20480;35;580;3;115;1250000;2;100;;245;90;115;85;187;2;1
Larvitar;Yogirasヨーギラス;Rock Skin Pokémon;"['Guts', 'Sand Veil']";rock;ground;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4;64;10240;35;300;45;50;1250000;0.6;50;50;246;45;50;41;72;2;0
Pupitar;Sanagirasサナギラス;Hard Shell Pokémon;['Shed Skin'];rock;ground;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4;84;10240;35;410;45;70;1250000;1.2;70;50;247;65;70;51;152;2;0
Tyranitar;Bangirasバンギラス;Armor Pokémon;"['Sand Stream', 'Unnerve']";rock;dark;2;0.5;1;1;2;4;0.5;0.5;0.5;2;2;1;0.5;0.5;0;1;2;2;164;10240;35;700;45;150;1250000;2;100;50;248;95;120;71;202;2;0
Lugia;Lugiaルギア;Diving Pokémon;"['Pressure', 'Multiscale']";psychic;flying;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;90;30720;0;680;3;130;1250000;5.2;106;;249;90;154;110;216;2;1
Ho-Oh;Hououホウオウ;Rainbow Pokémon;"['Pressure', 'Regenerator']";fire;flying;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;130;30720;0;680;3;90;1250000;3.8;106;;250;110;154;90;199;2;1
Celebi;Celebiセレビィ;Time Travel Pokémon;['Natural Cure'];psychic;grass;4;2;1;0.5;1;0.5;2;2;2;0.5;0.5;2;1;2;0.5;1;1;0.5;100;30720;100;600;45;100;1059860;0.6;100;;251;100;100;100;5;2;1
Treecko;Kimoriキモリ;Wood Gecko Pokémon;"['Overgrow', 'Unburden']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;45;5120;70;310;45;35;1059860;0.5;40;88.1;252;65;55;70;5;3;0
Grovyle;Juptileジュプトル;Wood Gecko Pokémon;"['Overgrow', 'Unburden']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;65;5120;70;405;45;45;1059860;0.9;50;88.1;253;85;65;95;21.6;3;0
Sceptile;Jukainジュカイン;Forest Pokémon;"['Overgrow', 'Unburden']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;110;5120;70;630;45;75;1059860;1.7;70;88.1;254;145;85;145;52.2;3;0
Torchic;Achamoアチャモ;Chick Pokémon;"['Blaze', 'Speed Boost']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;60;5120;70;310;45;40;1059860;0.4;45;88.1;255;70;50;45;2.5;3;0
Combusken;Wakasyamoワカシャモ;Young Fowl Pokémon;"['Blaze', 'Speed Boost']";fire;fighting;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;85;5120;70;405;45;60;1059860;0.9;60;88.1;256;85;60;55;19.5;3;0
Blaziken;Bursyamoバシャーモ;Blaze Pokémon;"['Blaze', 'Speed Boost']";fire;fighting;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;160;5120;70;630;45;80;1059860;1.9;80;88.1;257;130;80;100;52;3;0
Mudkip;Mizugorouミズゴロウ;Mud Fish Pokémon;"['Torrent', 'Damp']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;70;5120;70;310;45;50;1059860;0.4;50;88.1;258;50;50;40;7.6;3;0
Marshtomp;Numacrawヌマクロー;Mud Fish Pokémon;"['Torrent', 'Damp']";water;ground;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;85;5120;70;405;45;70;1059860;0.7;70;88.1;259;60;70;50;28;3;0
Swampert;Laglargeラグラージ;Mud Fish Pokémon;"['Torrent', 'Damp']";water;ground;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;150;5120;70;635;45;110;1059860;1.5;100;88.1;260;95;110;70;81.9;3;0
Poochyena;Pochienaポチエナ;Bite Pokémon;"['Run Away', 'Quick Feet', 'Rattled']";dark;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;55;3840;70;220;255;35;1000000;0.5;35;50;261;30;30;35;13.6;3;0
Mightyena;Graenaグラエナ;Bite Pokémon;"['Intimidate', 'Quick Feet', 'Moxie']";dark;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;90;3840;70;420;127;70;1000000;1;70;50;262;60;60;70;37;3;0
Zigzagoon;Jiguzagumaジグザグマ;Tiny Racoon Pokémon;"['Pickup', 'Gluttony', 'Quick Feet']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;30;3840;70;240;255;41;1000000;0.4;38;50;263;30;41;60;17.5;3;0
Linoone;Massugumaマッスグマ;Rush Pokémon;"['Pickup', 'Gluttony', 'Quick Feet']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;70;3840;70;420;90;61;1000000;0.5;78;50;264;50;61;100;32.5;3;0
Wurmple;Kemussoケムッソ;Worm Pokémon;"['Shield Dust', 'Run Away']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;45;3840;70;195;255;35;1000000;0.3;45;50;265;20;30;20;3.6;3;0
Silcoon;Karasalisカラサリス;Cocoon Pokémon;['Shed Skin'];bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;35;3840;70;205;120;55;1000000;0.6;50;50;266;25;25;15;10;3;0
Beautifly;Agehuntアゲハント;Butterfly Pokémon;"['Swarm', 'Rivalry']";bug;flying;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;70;3840;70;395;45;50;1000000;1;60;50;267;100;50;65;28.4;3;0
Cascoon;Mayuldマユルド;Cocoon Pokémon;['Shed Skin'];bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;35;3840;70;205;120;55;1000000;0.7;50;50;268;25;25;15;11.5;3;0
Dustox;Dokucaleドクケイル;Poison Moth Pokémon;"['Shield Dust', 'Compoundeyes']";bug;poison;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;50;3840;70;385;45;70;1000000;1.2;60;50;269;50;90;65;31.6;3;0
Lotad;Hassbohハスボー;Water Weed Pokémon;"['Swift Swim', 'Rain Dish', 'Own Tempo']";water;grass;2;1;1;1;1;1;1;2;1;1;0.5;1;1;2;1;1;0.5;0.25;30;3840;70;220;255;30;1059860;0.5;40;50;270;40;50;30;2.6;3;0
Lombre;Hasubreroハスブレロ;Jolly Pokémon;"['Swift Swim', 'Rain Dish', 'Own Tempo']";water;grass;2;1;1;1;1;1;1;2;1;1;0.5;1;1;2;1;1;0.5;0.25;50;3840;70;340;120;50;1059860;1.2;60;50;271;60;70;50;32.5;3;0
Ludicolo;Runpappaルンパッパ;Carefree Pokémon;"['Swift Swim', 'Rain Dish', 'Own Tempo']";water;grass;2;1;1;1;1;1;1;2;1;1;0.5;1;1;2;1;1;0.5;0.25;70;3840;70;480;45;70;1059860;1.5;80;50;272;90;100;70;55;3;0
Seedot;Tanebohタネボー;Acorn Pokémon;"['Chlorophyll', 'Early Bird', 'Pickpocket']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;40;3840;70;220;255;50;1059860;0.5;40;50;273;30;30;30;4;3;0
Nuzleaf;Konohanaコノハナ;Wily Pokémon;"['Chlorophyll', 'Early Bird', 'Pickpocket']";grass;dark;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5;70;3840;70;340;120;40;1059860;1;70;50;274;60;40;60;28;3;0
Shiftry;Dirtengダーテング;Wickid Pokémon;"['Chlorophyll', 'Early Bird', 'Pickpocket']";grass;dark;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5;100;3840;70;480;45;60;1059860;1.3;90;50;275;90;60;80;59.6;3;0
Taillow;Subameスバメ;TinySwallow Pokémon;"['Guts', 'Scrappy']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;55;3840;70;270;200;30;1059860;0.3;40;50;276;30;30;85;2.3;3;0
Swellow;Ohsubameオオスバメ;Swallow Pokémon;"['Guts', 'Scrappy']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;85;3840;70;455;45;60;1059860;0.7;60;50;277;75;50;125;19.8;3;0
Wingull;Camomeキャモメ;Seagull Pokémon;"['Keen Eye', 'Hydration', 'Rain Dish']";water;flying;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;30;5120;70;270;190;30;1000000;0.6;40;50;278;55;30;85;9.5;3;0
Pelipper;Pelipperペリッパー;Water Bird Pokémon;"['Keen Eye', 'Drizzle', 'Rain Dish']";water;flying;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;50;5120;70;440;45;100;1000000;1.2;60;50;279;95;70;65;28;3;0
Ralts;Raltsラルトス;Feeling Pokémon;"['Synchronize', 'Trace', 'Telepathy']";psychic;fairy;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;25;5120;35;198;235;25;1250000;0.4;28;50;280;45;35;40;6.6;3;0
Kirlia;Kirliaキルリア;Emotion Pokémon;"['Synchronize', 'Trace', 'Telepathy']";psychic;fairy;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;35;5120;35;278;120;35;1250000;0.8;38;50;281;65;55;50;20.2;3;0
Gardevoir;Sirnightサーナイト;Embrace Pokémon;"['Synchronize', 'Trace', 'Telepathy']";psychic;fairy;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;85;5120;35;618;45;65;1250000;1.6;68;50;282;165;135;100;48.4;3;0
Surskit;Ametamaアメタマ;Pond Skater Pokémon;"['Swift Swim', 'Rain Dish']";bug;water;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;30;3840;70;269;200;32;1000000;0.5;40;50;283;50;52;65;1.7;3;0
Masquerain;Amemothアメモース;Eyeball Pokémon;"['Intimidate', 'Unnerve']";bug;flying;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;60;3840;70;454;75;62;1000000;0.8;70;50;284;100;82;80;3.6;3;0
Shroomish;Kinococoキノココ;Mushroom Pokémon;"['Effect Spore', 'Poison Heal', 'Quick Feet']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;40;3840;70;295;255;60;1640000;0.4;60;50;285;40;60;35;4.5;3;0
Breloom;Kinogassaキノガッサ;Mushroom Pokémon;"['Effect Spore', 'Poison Heal', 'Technician']";grass;fighting;1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;130;3840;70;460;90;80;1640000;1.2;60;50;286;60;60;70;39.2;3;0
Slakoth;Namakeroナマケロ;Slacker Pokémon;['Truant'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;3840;70;280;255;60;1250000;0.8;60;50;287;35;35;30;24;3;0
Vigoroth;Yarukimonoヤルキモノ;Wild Monkey Pokémon;['Vital Spirit'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;3840;70;440;120;80;1250000;1.4;80;50;288;55;55;90;46.5;3;0
Slaking;Kekkingケッキング;Lazy Pokémon;['Truant'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;160;3840;70;670;45;100;1250000;2;150;50;289;95;65;100;130.5;3;0
Nincada;Tutininツチニン;Trainee Pokémon;"['Compoundeyes', 'Run Away']";bug;ground;1;1;1;0;1;0.5;2;2;1;1;0.5;2;1;0.5;1;1;1;2;45;3840;70;266;255;90;600000;0.5;31;50;290;30;30;40;5.5;3;0
Ninjask;Tekkaninテッカニン;Ninja Pokémon;"['Speed Boost', 'Infiltrator']";bug;flying;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;90;3840;70;456;120;45;600000;0.8;61;50;291;50;50;160;12;3;0
Shedinja;Nukeninヌケニン;Shed Pokémon;['Wonder Guard'];bug;ghost;0.5;2;1;1;1;0;2;2;2;0.5;0.5;1;0;0.5;1;2;1;1;90;3840;70;236;45;45;600000;0.8;1;;292;30;30;40;1.2;3;0
Whismur;Gonyonyoゴニョニョ;Whisper Pokémon;"['Soundproof', 'Rattled']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;51;5120;70;240;190;23;1059860;0.6;64;50;293;51;23;28;16.3;3;0
Loudred;Dogohmbドゴーム;Big Voice Pokémon;"['Soundproof', 'Scrappy']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;71;5120;70;360;120;43;1059860;1;84;50;294;71;43;48;40.5;3;0
Exploud;Bakuongバクオング;Loud Noise Pokémon;"['Soundproof', 'Scrappy']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;91;5120;70;490;45;63;1059860;1.5;104;50;295;91;73;68;84;3;0
Makuhita;Makunoshitaマクノシタ;Guts Pokémon;"['Thick Fat', 'Guts', 'Sheer Force']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;60;5120;70;237;180;30;1640000;1;72;75.4;296;20;30;25;86.4;3;0
Hariyama;Hariteyamaハリテヤマ;Arm Thrust Pokémon;"['Thick Fat', 'Guts', 'Sheer Force']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;120;5120;70;474;200;60;1640000;2.3;144;75.4;297;40;60;50;253.8;3;0
